ResponseId,treat1react,treat2react,Mention_Anti_Asian,Mention_Racism_Against_POC,Not_Surprised,Anger,Worry/Fear/Anxiety,Sadness,Inattentive,Unsure, Notes
R_2zG4Pr4bTCPPsKw,I was really shocked and in awe that people actually do this disguisting stuff. Racism needs to end and people need to get over the fact covid was inevitable. The person who spit on her was wrong and disguist.,,0,0,0,1,0,0,0,0,
R_3fIDMBPqRZwSY7O,,,,,,,,,,,
R_1K3FovP60rkfvmg,,"I'm thoroughly disgusted.  This is not American, Christian or humane.  These make no sense at all and show the ignorance of those who are racially or sexually biaed.",0,0,0,0,0,0,0,0,
R_1gdxFziQdOLZHjH,It invoked strong feelings of anger. Anxiety as an Asian myself. Not only those but disappointment. Knowing now we have to defend ourselves from people we coexisted with for years before Covid.,,0,0,0,1,1,0,0,0,
R_1QEj1231fkyOcx4,,,,,,,,,,,
R_RKv64d37Fl4W9Z7,,"The article is very timely bringing forth what
non-white specially Asians are experiencing in this time of pandemic. They should lead the drive to bring awareness that all men are created equal. Skin color should not be a reason to hate",1,1,0,0,0,0,0,0,
R_3FUSoRiy9cFFb2I,,,,,,,,,,,
R_AoOeWpRbpWpYqkh,,,,,,,,,,,
R_3nC9ZQst5xPtH2e,It’s so sad that till this day we are still looked at being second class citizens we were once slaves as well as the Africa Americans who do think help build the railroad coming from the west,,0,0,0,0,0,1,0,0,
R_12RNn0zzsnLfThl,None,,0,0,0,0,0,0,1,0,
R_3xA8DyEdmU9hVzr,,I am not surprised at all.  There are a lot of racist here in the US.  We all need to be educated ,0,0,1,0,0,0,0,0,
R_3PX1VehcaR7MQup,,,,,,,,,,,
R_9zdccxVcZMB20Bb,,I enjoyed this article. Standing up for communities is something I encourage and hope to do. Overall a great article.,0,0,0,0,0,0,0,0,
R_yL5trJitZysUeAh,I sympathize to what is happeining. I live in an area which there are a lot of Asians though there is still the fear of hate. I am always in a guarded frame of mind. Hate always can happen.,,1,0,0,0,1,0,0,0,
R_1gIqe6sFcRntOS4,,,,,,,,,,,
R_ekROQopJfiCBws1,I was in shock .I hate this.you guys suck.,,0,0,0,0,0,0,0,0,
R_2pY4IsogKp9Yi5S,,I am very upset reading the article. It is not something a human could expect in countries like USA. We definitely should increase awareness against it.,0,0,0,0,0,1,0,0,
R_1P67JtdcOosL2gI,Absolute crap reactions due to rise of nationalism. Lot of intolerance and false news being spread by Christian leaders may be causing this. Political leaders and other MAGA dumbfucks have attributed COVID spread to innocent Asian Americans since the virus began in China. ,,1,0,0,1,0,0,0,0,
R_31jExOoj0xjZqgm,,Very concerning to me.  I worry more about my mother who is now in her 70's and may not be able to defend herself.  I also worry about my wife and children.,0,0,0,0,1,0,0,0,
R_XiG0vKSEm4oHtwB,,,,,,,,,,,
R_V2LZ8YRgnwwQdln,,It makes me angry that people behave this way. Our former president is responsible for his role in the prevalence of these actions. He did nothing to decry their actions. ,0,0,0,1,0,0,0,0,
R_3gZ706p2wJ8qHcM,,,,,,,,,,,
R_429DpxkqVwSFLCV,,,,,,,,,,,
R_xzV3XkHKldmPL5D,,we must promote a move to stop asian hate or other racist crime and actions,1,0,0,0,0,0,0,0,
R_30utV9itKvFABJJ,This article is a short summary of a big issue in the country. It is very believable and an issue that has long been reported. People have shown more of inclination after covid,,0,0,0,0,0,0,0,0,
R_2arujWzvpxLbnMJ,,I'm not surprised by the article. I have heard stories of hate crimes rising against Asians. I do agree we all need to stand together.,1,0,1,0,0,0,0,0,
R_OCqbFB2PuDWClHP,"I think this article is correct but doesn't cover all asians, like south asians are also discriminated but not covered.",,1,0,0,0,0,0,0,0,
R_PNIHBR1Doxt7npv,,,,,,,,,,,
R_1da7AadnRds1F5P,,,,,,,,,,,
R_8D5mcrzKQ4RHFXr,Unfair to blame Asian American ,,0,0,0,0,0,0,0,0,
R_2fAKFx70KwSQR8H,,,,,,,,,,,
R_1KpX4KqkFRxHt4o,,"I support all the minority to fight against the racism. Even though racism has been an issue in this country, but I think we are making some progress to eliminate it. We have to be strong and not be afraid to stand up ourselves and voice our concerns and make it right.",0,1,0,0,0,0,0,0,
R_2c7ykgipq7V2MsE,,"The article sounds about right regarding the rise in Asian hate crimes since the start of COVID. I also like the interview at the end, where the man talk about the importance of other minority groups even as Asians experience this discrimination, as he stresses that minorities need to stand up for each other. Overall I enjoyed the article and it falls under my opinions/agreements. ",1,0,0,0,0,0,0,0,
R_3Mm90ChVCzHYUqv,,I find it hurtful that people will associate people with a sickness even though they have no direct cause to the problem. Its hurtful that people will treat others in that manner despite race. ,0,0,0,0,0,1,0,0,
R_3nVkQvAn1u2U89u,The article I read gave e the reaction as too racism at their best being stupidity at the best. I also was surprised nobody bothered to protect the lady. And lastly I want to question to people If they are recieving help from different race when there is at stake.,,0,0,0,0,0,0,0,0,
R_pMfZYcbGzAyvYpr,,,,,,,,,,,
R_3MG8SG9n5tkyCXL,,Disturbing. Worried. Concerned.,0,0,0,0,1,0,0,0,
R_2fAHDmOebpOiDoE,It's true,,0,0,0,0,0,0,0,0,
R_DvgI9PGTXsH0XK1,,,,,,,,,,,
R_3p4unWgM3kbpsaa,sad how asians get very little talk time on the news ,,0,0,0,0,0,0,0,0,
R_3MGntvFjw3Zfuos,,It is sad to the reaction of people against each other. Some people's frustration on life are grief toward the wrong people. And all people suffer and get hurt in this environment.,0,0,0,0,0,1,0,0,
R_1CvvoUy5CZxGCwa,This is okay. The first thing that came out was a bit. I’m going back.,,0,0,0,0,0,0,1,0,
R_DGN4XuNqXy9uvER,,,,,,,,,,,
R_R808AWrM5LdEz05,,,,,,,,,,,
R_3k6w2dptfhPziJZ,,"I can relate to this article since my mother had been a victim of this discrimination at various stores. One employee cheated my mother at checkout, which I believe was caused by this discrimination.",0,0,0,0,0,0,0,0,
R_3rMOMVJukteNk1a,,,,,,,,,,,
R_SZhM8v0fJOWllYJ,,I feel sad because of what othed has to go through. I wish we could all be good and kind to each other. I hope we can do better.,0,0,0,0,0,1,0,0,
R_3g79dUbbDabJqxm,"Asian hate crimes have been going for a long time and nobody is helping to stop it. With more cameras catching videos, it has risen to the surface to show the frequency. The attacks have become more violence and more brazen.",,1,0,0,0,0,0,0,0,
R_2YWGOws7QjuvOhw,,,,,,,,,,,
R_2pWxZfLZjzYV7mW,Thats bad. Racism is bad. Asians rule. ,0,0,0,0,0,0,0,0,0,
R_21iDAC434JK1qAd,,"Not surprised, white people just proved how uneducated and stupid they really are. People always need someone or something to blame even if there is no one at fault. People over the last 10-15 years people are encourage to express their opinions, so they do without thinking, and I think trump is partially responsible for the hate since he express his opinion on who is to blame.",0,0,1,0,0,0,0,0,
R_2ZDixyi27wpuqO9,"As someone who is Asian, I have followed reactions around anti Asian hate and the lack of coverage of it or outright dismissal of it. The article is pretty motivating but at the same time, uniting a group as diverse as Asians is tough. Many reacted to Covid as its a Chinese thing and they aren't Chinese but not realizing that people can't tell the difference and that it is an Asian American issue. All and all I am not surprised by the article but am glad people are speaking up.",,1,0,1,0,0,0,0,0,
R_3nPDE7EQwpdfRvc,,I felt sad and disgusted at the same time. This hate should be stopped at any cost. We need to educate people in order to stop hate crimes. ,0,0,0,0,0,1,0,0,
R_3dS0ReskNDS01IT,This made me mad. I think people are often ignorant. Also people are looking to blame others.,,0,0,0,1,0,0,0,0,
R_2t4DbGo9urLUf1U,,,,,,,,,,,
R_2QrLiCGuYGvLRqW,,,,,,,,,,,
R_z8xOXwFfQI6a7uh,,,,,,,,,,,
R_3J40aA1S6yiNTmL,,"This provides valuable information regarding current situation regarding racisms
It would help protect yourself 
need of taking strong actions against racist and xenophobic incidents   ",0,0,0,0,0,0,0,0,
R_27ybCWQBav8m6gC,,America is such a bad place if your skin doesn't resemble a jar of mayonnaise. Man i ust wish all these white supremists would drop dead. ,0,0,0,1,0,0,0,0,
R_2asLRbp6kxXBDQU,"Definitely we have to stand against the hate crimes. 
We have to identify those people and law has to take its course
Everyone’s responsibility to stand against it",,0,0,0,0,0,0,0,0,
R_C7jlcEBCp7IALAd,I was really happy reading this. Racism is bad. Everybody should be anti racists.,,0,0,0,0,0,0,0,0,
R_Y3ToVfMO8kj0Sch,,"The Asians are not to be blamed for covid. 
The other minorities should be treated fairly.
It’s a wonderful world, let’s all enjoy it. ",1,1,0,0,0,0,0,0,
R_232zlbjFlsu1VxJ,,,,,,,,,,,
R_27r6LoSWQtUgWgE,"it is correct
I agree there is an increase hate crime against asian americans
government should seriously take action against this 
",,1,0,0,0,0,0,0,0,
R_3Rt3WRmoueDlaXJ,,,,,,,,,,,
R_24Cd4z3nkeAvrhx,,,,,,,,,,,
R_2qF2PQlmbVDLwFW,"We should blame China for letting the virus escape from wuhan laboratory.  I believe however that Americans, particularly, Bill Gates, was part of this plot.  Current president, Biden, does not understand nor cares how this virus came to America",,0,0,0,0,0,0,0,0,
R_322CZCGO66VWSTO,,I am very mad after I read it.  Thus should not be happening to anyone.  We need to stop this now,0,0,0,1,0,0,0,0,
R_1QN5r2E7MZQH2Ea,,The world we live in is sad.  There is too much hate in our world.  There is also a lot of ignorance.,0,0,0,0,0,1,0,0,
R_AFpp5k9zZMxgQyB,,,,,,,,,,,
R_2ZVVvvJA7IsDMeq,,,,,,,,,,,
R_3EQJkuZb6uUS2GR,There will always be hate. Hate comes from fear and what's taught. The weak always hate the strong ,,0,0,0,0,0,0,0,0,
R_2CCxTsddD1fWh3X,"This isn't needed in the world, especially if it has something ti do with verbally assaulting people that have nothing to do with what you are assaulting them about. The Chinese/Asians that were verbally harassed have probably been loving in the states  a few years prior to Covid. So why are they being blamed for stuff they didn't do?
",,1,0,0,0,0,0,0,0,
R_0pvuYYzPBO406Qh,,"Although personally not experiencing any anti-Asian hate behavior myself, I am aware of the anti-Asian sentiment. This is what happens when China acted so irresponsibly and spread COVID worldwide. Unfortunately for the rest of us, Japanese-Americans included, suffer the consequences.",1,0,0,0,0,0,0,0,
R_3CJffXr3h4YPWXh,,,,,,,,,,,
R_2P56InaeZS6aoi4,,"I am very upset about the incidents that is happening to them with no cause by them.  People need to respect each other, and under no circumstances listen to people and politicians who lie each and every day they are in office and beyond.",0,0,0,1,0,0,0,0,
R_2YAh3iTcfMHSUx5,It's repulsive.  I am an Asian American who practice COVID safety.  There are no discrimination at my work for COVID.,,0,0,0,0,0,0,0,0,
R_2Qh8wrOGCjQWbrP,,I think it's crazy that these people are going through hard times. I wonder what race is doing all this hate crimes. Why isn't there a report on the people that are commiting these crimes by race too.,0,0,0,0,0,0,0,0,
R_sRVCnZlQ8GZ2sLL,My reaction is our schools should teach more history about racistium of different colors and religion. This article is what people should learn and understand. why we blame the inocent.,,0,0,0,0,0,0,0,0,
R_2PpXzSUzxuQtKGs,,"As a Filipino and as a U.S. citizen, I am disappointed with the people in America who hate others based on their race/color. 

I had heard about that situation back when it was trending as well as other Asian hate crimes throughout the pandemic, and was disgusted with how people could be so cruel.

The people who commit these hate crimes make me think that their brains are not fully formed, that they are ignorant to what's right and wrong.",1,0,1,1,0,0,0,0,
R_2sZGBusz5Ri1xYZ,,,,,,,,,,,
R_ZeD2dyqcidcp1Yt,,edfwswfefw,0,0,0,0,0,0,1,0,
R_3KMAMhS4CVm9Azo,Personally never had experience with this. Probably because I’m a pretty built guy but I had buddies who are small experienced things like this. I think people who do these hate crime are mentally challenged and can’t think for themselves. ,,0,0,0,0,0,0,0,0,
R_3m4YatodGxVUcT5,,,,,,,,,,,
R_sMaIvJvRMkurjhf,,,,,,,,,,,
R_3kLkfu1SgVmUBIV,,,,,,,,,,,
R_2UhkVu7hglmXkkH,,,,,,,,,,,
R_3NUn7Iogiw10tw8,,,,,,,,,,,
R_21ng0w76O2tquCX,As an Asian American myself I understood how it must feel to be harassed like this. Unfortunately I was not surprised as I have faced discrimination myself. As I came to the end I thought that this must be stopped.,,1,0,1,0,0,0,0,0,
R_yX5I3qUUDAd9oXf,,,,,,,,,,,
R_3KqexcbcjKpUjX3,,I feel that the world still has hope. People are fighting for rights when it isn’t their right that’s taken. There is still hope in this cruel world.,0,0,0,0,0,0,0,0,
R_zeR5KyVch9G8Ohr,,,,,,,,,,,
R_2PhYggmFEQOhxrK,,,,,,,,,,,
R_1mgXgb21QC4TzhA,,,,,,,,,,,
R_1PUgcneneNPsc7c,,,,,,,,,,,
R_1pzAXcIqjtGT3lC,,,,,,,,,,,
R_1mCPqODXSVMKTJu,,,,,,,,,,,
R_2Sws16rGNDdg8Cz,Asians have to be careful,,0,0,0,0,0,0,0,0,
R_2QYEMFjQUKBNbDS,,,,,,,,,,,
R_8qP12iyxAI1Z0m5,,,,,,,,,,,
R_3PB4XfziJnSgzKu,,,,,,,,,,,
R_x5GmkEtyhqwlThL,,"I am not surprised as an American American myself. This is news that I've been hyperaware of and am constantly reminded of on my commutes in New York City. Still, it is always upsetting to read about any incident involving Anti-Asian discrimination / hate. ",1,0,1,0,0,1,0,0,
R_qOQtXblCd0SmC41,"This Asian hate that’s going on right now is terrifying. It is sad that Asian people are traumatized for the blame. Elderly are being targeted,spit on and being harassed.",,1,0,0,0,0,1,0,0,
R_OqeW1VY3erTzKjT,,,,,,,,,,,
R_2YLh5n7lgWXnQRU,,Still learning ,0,0,0,0,0,0,1,0,
R_2PnwlPqAhy6t1KA,We should not have to deal with hate crime. We should not be blaming one another. We should united to help each other.,,0,0,0,0,0,0,0,0,
R_b7Ad34eKGOsgcZb,"This is sad to see, but is truly happening.  Normal people get frenzied by news and become scared.  Anger is based on fear and people choose fight or flight when in fear.  The ""fight"" option can be violent and or offensive.
",,0,0,0,0,0,1,0,0,
R_2RR2EDaxgaEj6V8,,I feel very fearful of being a victim of Asian hate. I hope to protect myself from being a victim ,1,0,0,0,1,0,0,0,
R_1exIkQehuUKdiwX,,,,,,,,,,,
R_2wTCb6Zf4Aqfsgq,,,,,,,,,,,
R_eSdZ1u0S5rTiQsF,,"As an individual of Asian decent, I feel scared and hurt by the rise in Asian hate in society. I fear for my grandparents and my father who are 100% filipino and have more asian features than I do. I wonder sometimes if people have unconscious or conscious biases toward me or my family for being Asian. ",1,0,0,0,1,0,0,0,
R_1LYD5EDBwCodVrr,,Umm this seems like it’s wanting to change but trying ,0,0,0,0,0,0,1,0,
R_3PvoVfZZDcyhKxx,"I’m not surprised at all that hate crimes are increasing in my community. I have experienced some form of prejudice since I’ve been in the US. For Indian-Americans like me, the height of hate towards my community was right after 09/11, but now after Covid-19, Eastern and Southeastern Asian Americans have experienced more hate. None of this backlash is okay.",,0,0,1,0,0,0,0,0,
R_XRqgZbVjPOM5pWV,The article made me feel relief that I wasn’t the only one who received Asian Hate. The article also made me angry because racism is something I despise. The article also made to thankful for what I have now compared to two years ago when it was written. ,,1,0,0,1,0,0,0,0,
R_3FVhDEOu51vGj7u,,"I was scared and disappointed when this started happening. Fortunately, we live in a suburban area where mostly Asian Americans reside. Personal safety has not been a question in our neighborhood nor at any area retail/entertainment/restaurant venue.",0,0,0,0,1,0,0,0,
R_0eSsC9hNzYj62Ih,,,,,,,,,,,
R_1MYcHZcUJIU3v9Y,,"cold
hot
yummy",0,0,0,0,0,0,1,0,
R_2dmO5R8TDAxDvJ3,,,,,,,,,,,
R_qV3xvi2GnMWCUCZ,,,,,,,,,,,
R_1pn9n2rDlN4QeLb,,,,,,,,,,,
R_WDPByo2UCqjOf1D,I am not surprised. Classic scapegoating; low intellect is fully on display.,,0,0,1,0,0,0,0,0,
R_2Ck9ndYDqYI2FpI,,,,,,,,,,,
R_2dFqMroAVqSELE6,,,,,,,,,,,
R_2DU2ayn0EiiOAmJ,,,,,,,,,,,
R_2xygmdMc7zpPZHu,,,,,,,,,,,
R_1LcCTnM1ZghD4JS,,,,,,,,,,,
R_12utYxwdXjrySN1,"As an asian American, it is sad that people do stuff like that, harassing and bullying asian is not right.",,1,0,0,0,0,1,0,0,
R_DGzhgc59h6LL7wJ,,,,,,,,,,,
R_2EBt43b95aVRBgW,,Its revolting on how people can treat other people. I cant believe people do that. They should be prosecuted.,0,0,0,1,0,0,0,0,
R_211kjfWWYYiEDKE,,,,,,,,,,,
R_ue8kew0cDyDe9AB,,My initial reaction is to hate back but it will not do anything good.  We have to unite with each other to resolve this issue.  It is unbelievable this is happening in the U.S.A. but it is.,0,0,0,0,0,0,0,0,
R_rokQ0Fagbp7rTTr,This article is a bit descriptive. These messages can be relayed without such details. Makes the writer sounds bias in his article. ,,0,0,0,0,0,0,0,0,
R_28GP4Dgu1WE0iVd,,Asian hate crime has increased throughout America. There has been many hate incident in many major city.  We the Asian need to be protected.,1,0,0,0,0,0,0,0,
R_2aG2tBB0YeFXiR0,,,,,,,,,,,
R_2A0Soq8gOaATXeE,"I personally expectancy such discrimination in the last 3 years. Once is being shouted at to you back to China though I’m not from China. Second is being followed at night at Chinatown. I have yo stayed inside a shop until the guy leave. I notice that both incidence, the person targeting me are not’ or Mal self’, either homeless, not sober, high on drug. That social issue is also closely link yo such crimes",,1,0,1,0,0,0,0,0,
R_1eFzyayCAvtkOQ3,,,,,,,,,,,
R_31u3ZVcesl3mTxH,I haven't personally have any hate directed to me and am thankful. For those who have its terrifying. I wish everyone could get along.,,0,0,0,0,1,0,0,0,
R_2TRcWdDcyl5Kzz6,,,,,,,,,,,
R_28MKGo8xhjfZj3I,THis is very racist. The asians here in the US are not responsible for the virus. It is a crime to attack anyone. ,,1,0,0,0,0,0,0,0,
R_tXk9SIWJDlrv0tz,,I was definitely not surprised as I've seen countless news articles regarding this issue. But I was a little shocked to hear that other minority groups were experiencing hate as well. I think people in general are very unkind and biased these days.,0,1,1,0,0,0,0,0,
R_3FL2dpLRxvQTBVY,,I think the article makes sense,0,0,0,0,0,0,1,0,
R_1gqJUUbvA6G1MAl,"Asian have been too quiet about these incidents, we need to stand up and fight back. We need to be more politically active. We need to organize and strengthen our resolve for justice. ",,1,0,0,0,0,0,0,0,
R_2bNOQCmhKd6ByL8,,,,,,,,,,,
R_1EjpOkfaTC90Rrk,,i feel hopelessly. actually i often feel that there is also discrimination among minority groups as well but this is not brought up a lot,0,1,0,0,0,0,0,0,
R_7TzIXVUcddoO53z,,,,,,,,,,,
R_1d5kT6WZLWbwmX2,i’ve heard about asian hate before but i’ve kinda blocked it out just because i don’t wanna believe that the world is this cruel. i’ve personally never dealt with hate before though. i didn’t know it was so bad that even simple companies wouldn’t let asian customers in.,,1,0,1,0,0,0,0,0,
R_3j9gfUougU4hfSz,,,,,,,,,,,
R_6kSadLZZWXrbRrH,,"This very true about hate crimes towards the Asian community 
Asian people are not reporting it local police ",1,0,0,0,0,0,0,0,
R_3rIMioFCwJlIOtC,,,,,,,,,,,
R_2YVu3sX65CxKTVv,,"I am angry to read this article.
Aisian should fight.
Everyone is equal. Google ",0,0,0,1,0,0,0,0,
R_sYbL5N00PgxGo2B,,,,,,,,,,,
R_2sgfMsm3DnfFtoR,,,,,,,,,,,
R_baakx63hU6RsWuB,I was very disgusted about how this all came about. We need to care for one another. Made me angry just reading about this.,,0,0,0,1,0,0,0,0,
R_3oAYGRZWNPju37Y,,"I feel sorry about Asian was further treat worst in USA.  
Seeing in some area Asian group up and try to defense themselves and their right, this is pretty positive.
Why violence behavior is always a problem in USA",1,0,0,0,0,1,0,0,
R_31YHHljREwjEMyO,,,,,,,,,,,
R_1nMIc1JnmcinKqT,I’m shocked and sad. It hurts me to see people treated like this. I just want to give a hug,,0,0,0,0,0,1,0,0,
R_2rI8VmGZhHsJ267,,"I've read many articles like this before and my reaction is always the same - sadness. People spread hate during these serious times. In the end, many Asian Americans were harmed, their lives and/or families being changed forever. ",1,0,1,0,0,1,0,0,
R_3k5uUNml678SEj9,We are all against racism,,0,0,0,0,0,0,0,0,
R_2P1hr6gT0MIQj0K,,Asians in America increases the diversity in all areas.  Why are people so racist?  We should be helping immigrants.,1,0,0,0,0,0,0,0,
R_1dp0yIz6L2JtDTn,,,,,,,,,,,
R_22rzG4d5ry2H9ms,,,,,,,,,,,
R_23gF1O2kExdzjIr,,,,,,,,,,,
R_2uJ64hXtyYuc7km,,,,,,,,,,,
R_3nu9i2FAfay5iA1,,,,,,,,,,,
R_WjwSXLmqdlq4NLX,I have read and heard all about the violence perpetrated against Asians for quite some time and I do experience a little bit of fear when out in public.,,1,0,1,0,1,0,0,0,
R_2WPFY5Jb8qvJ0hI,,Iam asian iam deserve to be respected. Iam immigrant iam a good citizen. ,0,0,0,0,0,0,0,0,
R_24OyK4DnA82wm7q,,,,,,,,,,,
R_23NTG2hn5ome2MF,"I am deeply hurt by the reality that there are negative reactions now to Asian Americans. Additionally, it is also difficult when Asian individuals - ones who were born in the states and are considered citizens - experience discrimination. I don't like what is happening.",,1,0,0,0,0,1,0,0,
R_1DCj2gJzy5KfJLv,,,,,,,,,,,
R_81GNAGpYWz2NMNH,,,,,,,,,,,
R_3hEm9678hCJTzp1,,,,,,,,,,,
R_SCa8gwQqviAMA6Z,,,,,,,,,,,
R_21nzuSvhemDKnHo,,,,,,,,,,,
R_3f88q3gZfZSLOdb,,,,,,,,,,,
R_eW1I5YhkvGwx3oJ,This is truly a tragic thing that these people are facing and unjustly so. People are relating things that are beyond their understanding and should not be done so. Hopefully the people really behind these fights to stop all this Asian hate crimes.,,1,0,0,0,0,1,0,0,
R_wXeZYH7llEQmmsh,,,,,,,,,,,
R_3EAaZ8vFoq04ocK,Being of Asian decent this makes me sad. Most people in America of Asian decent were born in America. The article was sadly true of racism today.,,0,0,0,0,0,1,0,0,
R_3P4C6Tbj6DYsiwi,,This incidence could happen to me as Asian. Hate crime or discrimination is also to any minority. We have to fight against it together.,0,1,0,0,0,0,0,0,
R_r11ngAqyAgHWVjz,,,,,,,,,,,
R_2eVVNv6J86RuVJo,,,,,,,,,,,
R_2Xpq7Dv9wnFptM1,,"I am sad and heartbroken to read this article as it appears to be a more common occurence or story that we hear of. I have had family and friends who have experienced discrimination, so this is very personal to me. It gives me hope that an article can display and be the voice of the minority groups who may not be able to be heard or seen. ",0,1,0,0,0,1,0,0,
R_2ZC73sonYlCWlQO,,Great article to show what is happening in America. We need to stay together to stop hate crimes. I agree this has increased since covid.,0,0,0,0,0,0,0,0,
R_z2PVTWV0lEkCSXf,,,,,,,,,,,
R_2ZDFYDpQ08Ydtnf,Yea but like that’s not a good thing I think I just got a hold on you eet Yea I understand that you have a lot of work and I feel like that is why I’m so tired of being ,,0,0,0,0,0,0,1,0,
R_2CCxsah4gVXSSS4,I felt repulsed and angered because these people are so close minded and racist and doesn’t even think. Accusing someone just because they are Asian and attacking them randomly without any reason is unacceptable and should be punished. ,,1,0,0,1,0,0,0,0,
R_1kNzFRKAar8CshJ,,I feel rather understanding and sympathy for the other Asians who are experiencing this as I haven't in my life yet. This brings more awareness to what I've already known throughout my life. This also makes me feel rather careful in public.,1,0,0,0,1,0,0,0,
R_qz1icXUQT0hUJMt,,I am wondering where this is happening. I have no experience with it. I am thankful that I have not experienced this.,0,0,0,0,0,0,0,0,
R_29hbuAedP651A4B,,,,,,,,,,,
R_3HNX0lpreMsZ6OD,,,,,,,,,,,
R_3nvl6eotejiStIV,,"Ever since this epidemic started, I was in fear of my security at all times. I was very afraid to leave the house and had my husband go out to do grocery shopping, because he is white. I was also in danger to get it because of my health. ",0,0,0,0,1,0,0,0,
R_3RgcAfNo6mJFF1X,As an Asian myself i dont judge nor hate those people who are doing this kind of hate/discrimination things. I just want this people to start opening their eyes so they wont be so ignorant of whats really happening around them and start being kind with a heart...,,0,0,0,0,0,0,0,0,
R_tYcIhGXU2U7d1Rv,,,,,,,,,,,
R_3GpNuaYQXic2zoD,,,,,,,,,,,
R_2qf1VGOBEAtzhuV,,,,,,,,,,,
R_0wGbxhz7q6XmZON,,,,,,,,,,,
R_31MIe0vqftmO0vV,,,,,,,,,,,
R_A6TlygjL37G4LRf,,,,,,,,,,,
R_PuNgbRfpPFoOcGl,"I'm hurt by how Americans are treating the Asian culture. I'm half Asian & because I don't look like a typical Amerasian, I'm not harassed. However my heart hurts thinking my mom or her side is constantly in fear ",,1,0,0,0,1,1,0,0,
R_33m3hYaXqwVqTCW,,,,,,,,,,,
R_1pF4E60jZNJOgsq,,I am also Asian and this affects me clearly. We are being discriminated because we are Asians. We get blamed for most things even if we did not do it.,1,0,0,0,0,0,0,0,
R_2zVjZvptdZql7vy,,"I read and heard about this story and made me sad and concern.
Asian people shouldn't  be blamed for things that happened (covid19)
These people who discriminate actually doesn't have enough information or knowledge about covid19.  Need true action to overcome this discrimination.",1,0,1,0,1,1,0,0,
R_RUnB7I9Rr6sR1Rf,"Total ignorance! These people need to be educated before acting out. Although it must start within their early family and friends environment. I got a lot of this through the years. My family has been in the USA for six generations. For the most part these slinging individuals were only 2nd generation, yet assume they are more American than I. Absolute ingnorance!",,0,0,0,1,0,0,0,0,
R_baakqpIvJ8fH9sZ,,,,,,,,,,,
R_abmBuWzva2qgeuB,"I have heard about this kind of anti-asian discrimination and racial hatred.  It was especially prevalent in NYC, where I work.  Fortunately, I was not subject to any of this.  It is an unfortunate reaction by racists who are uneducated about the origins of Covid-19 and how it spread.  Although the pandemic did start in China, it was not carried or spread by ""all asians.""",,1,0,1,0,0,0,0,0,
R_1ghXzEfYOWek3kO,,It opened me up to how anti-Asian American hate exists in this country. It made me feel revolted that humans can be so vile. I want to sign more petitions.,1,0,0,1,0,0,0,0,
R_24GER9owq84KQH4,,,,,,,,,,,
R_2R312VzWxfci4z0,Surprised but not at the same time. it's horrible that the asian-american community are being blamed and hated on because of the virus outbreak. They shouldn't be hated on because of the outbreak and shouldnt be treated like this just because of where they came from.,,1,0,1,0,0,0,0,0,
R_2DNrKUFXBcfRC0j,,"I feel upset.
I feel we should take more action.
I think discrimination is disgusting.",0,0,0,1,0,0,0,0,
R_2fINNcQHikZrxuc,"It’s heartbreaking to hear that Asian Americans are targets to hate crime. As a fellow Asian American, I understand we already face challenges as a minority group but there’s another layer of challenge. 
It makes me feel upset and afraid that this could happen to anyone and anywhere ",,1,0,0,0,1,0,0,0,
R_Om2sFGiWFXW5Hz3,,,,,,,,,,,
R_290oHEuYlikWMVJ,I am shocked. We should respect one another. Discrimination shouldn’t still be a thing. ,,0,0,0,0,0,0,0,0,
R_21zAnmpWQFChtF4,,,,,,,,,,,
R_1FnRZiExUKePcSg,,"I was not surprised to see this, as racism is still prevalent today. I believe he was correct on saying we need to stand up for eachother. I also thing the data can be misconstrued, as we do not k ow who is doing the hate crimes.",0,0,1,0,0,0,0,0,
R_1HbIMgnN3tDEc9u,,,,,,,,,,,
R_3g0prbc69BlDcRa,,,,,,,,,,,
R_2y47xq89huJSiRD,so like me personally that is just what I think and uhh yeah I support Joe biden and I love children touching,,0,0,0,0,0,0,1,0,
R_Rxl45vOj6qDffvb,,Being Asian I was not shocked. The hate has always been there but because of Trump these people feel it is ok to express this in public.  Absolutely disgusting,1,0,1,1,0,0,0,0,
R_3rYhnAkzWPuouxe,I am horrified about the news of these crimes. I am an older Asian American. To think that my family could have to endure the pain and suffering if this happened to me is excruciating! We are not doing anything to anyone but minding our business and carrying on with our daily lives!,,0,0,0,1,0,0,0,0,
R_24AgVtDtElDWbYw,,No race or ethnicity group should have to experience hate crimes.   Most people who participate in hate crimes are misinformed or uneducated.  Hate crime awareness and criminal punishment needs to continue to increase in priority. ,0,0,0,0,0,0,0,0,
R_2TBLd6NCveyAckr,,,,,,,,,,,
R_1DB8Yi9Q8Jk1qWD,Asian hate doesn’t relate. Asian hate doesn’t relate. Asian hate doesn’t relate.,,1,0,0,0,0,0,0,0,
